timestamp,total_pkts,total_bytes,flow_bytes/s,flow_packets/s,flow_iat_mean,active_mean,idle_mean,num_ddos_flows,pkts_rate,bytes_rate,pkts_per_flow
2017-07-07 03:30:00,43583,35186405,inf,inf,688403.9490978846,118579.151464375,3247527.8184930556,0,43583,35186405,43583000000.0
2017-07-07 03:30:01,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:30:02,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:30:03,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:30:04,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:30:05,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:30:06,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:30:07,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:30:08,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:30:09,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:30:10,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:30:11,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:30:12,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:30:13,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:30:14,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:30:15,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:30:16,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:30:17,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:30:18,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
