timestamp,total_pkts,total_bytes,flow_bytes/s,flow_packets/s,flow_iat_mean,active_mean,idle_mean,num_ddos_flows,pkts_rate,bytes_rate,pkts_per_flow
2017-07-07 03:30:00,43583,35186405,inf,inf,688403.9490978846,118579.151464375,3247527.8184930556,0,43583,35186405,43583000000.0
2017-07-07 03:30:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:31:00,27517,15873318,inf,inf,686029.7211579527,71027.77472267718,3335709.7828335958,0,27517,15873318,27517000000.0
2017-07-07 03:31:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:32:00,3899,1760887,4675716.507295377,91021.114962679,633851.3272422429,33379.71288522461,4343144.429816062,0,3899,1760887,3899000000.0
2017-07-07 03:32:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:33:00,16056,6351927,1380670.9229306567,43507.07215568959,1073292.628940079,129475.86594079886,4494442.479743225,0,16056,6351927,16056000000.0
2017-07-07 03:33:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:34:00,10606,5452445,1349385.2217776522,48245.73993861074,635047.9758629776,40147.63981345441,2939384.405499427,0,10606,5452445,10606000000.0
2017-07-07 03:34:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:35:00,5845,1752778,3090064.638313936,inf,952996.8889561441,78121.11452003533,4012452.463750883,0,5845,1752778,5845000000.0
2017-07-07 03:35:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:36:00,6928,2658335,3176892.1455008434,62552.39242699522,823532.2177251179,75201.17856554236,4631289.663560179,0,6928,2658335,6928000000.0
2017-07-07 03:36:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:37:00,17770,8742128,inf,inf,566550.0757716104,122213.03256518593,3226182.35740804,0,17770,8742128,17770000000.0
2017-07-07 03:37:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:38:00,10501,3787886,2656385.8355039805,38319.06272004414,622327.0709598081,168072.3926631621,3026312.4426653846,0,10501,3787886,10501000000.0
2017-07-07 03:38:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:39:00,11514,6698389,1897000.1189296984,53490.00604587668,572081.0851208718,60147.380694467,2876794.146362098,0,11514,6698389,11514000000.0
2017-07-07 03:39:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:40:00,21636,11841146,1078939.4826389358,43735.815635572915,919474.7590726311,76553.96617168831,4435996.057239538,0,21636,11841146,21636000000.0
2017-07-07 03:40:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:41:00,12270,8345437,2126582.998839051,84209.70911981617,336890.51294241595,106819.92002980769,1443759.8753689902,0,12270,8345437,12270000000.0
2017-07-07 03:41:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:42:00,8805,3100333,inf,inf,414517.42861896125,22816.584793217215,1657364.4348954917,0,8805,3100333,8805000000.0
2017-07-07 03:42:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:43:00,2292,914094,11509855.647244148,133035.24722078865,218225.50981945597,111007.60159358586,1530456.3003737372,0,2292,914094,2292000000.0
2017-07-07 03:43:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:44:00,1042,97571,2717718.415873188,49925.671851999155,870243.8247956282,83098.0323200097,3823778.122679611,0,1042,97571,1042000000.0
2017-07-07 03:44:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:45:00,13099,10760755,inf,inf,641437.9011814008,104785.96477500001,2928930.966775,0,13099,10760755,13099000000.0
2017-07-07 03:45:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:46:00,5613,1419741,1613542.5411195052,inf,371957.38164630946,33706.59416134743,1560965.8350726552,0,5613,1419741,5613000000.0
2017-07-07 03:46:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:47:00,1676,581490,6698048.560575128,110961.85189407483,322422.9527173237,40367.535676489366,1525332.3577712765,0,1676,581490,1676000000.0
2017-07-07 03:47:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:48:00,5276,3255622,11141671.665203942,inf,535968.0354593841,80396.58236737864,1571952.3030744335,0,5276,3255622,5276000000.0
2017-07-07 03:48:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:49:00,9568,8553412,592223.5944302413,38766.68515096298,1149684.9592895033,91311.08387367589,5707813.926387352,0,9568,8553412,9568000000.0
2017-07-07 03:49:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:50:00,3229,1761745,16880278.50851657,65545.64865621657,314252.85888443125,58644.38390555555,2117557.8573636366,0,3229,1761745,3229000000.0
2017-07-07 03:50:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:51:00,24361,16173517,1175568.5499839394,31420.38213139714,408171.83055272826,112345.53533508265,3029322.6837677686,0,24361,16173517,24361000000.0
2017-07-07 03:51:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:52:00,850,74540,8692380.80515961,80388.3699947533,202964.14210909422,61127.20022070175,561735.2684385965,0,850,74540,850000000.0
2017-07-07 03:52:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:53:00,10738,5782470,2833791.1946778176,54162.96074055872,286090.3983760126,44716.128027625906,1971745.0670678315,0,10738,5782470,10738000000.0
2017-07-07 03:53:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:54:00,1300,126151,inf,inf,271812.4223002674,35088.89223839623,919537.0386650943,0,1300,126151,1300000000.0
2017-07-07 03:54:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:55:00,4138,697386,2720938.2641005157,22016.637966277554,254304.07047355824,37492.08774768718,987399.1996672213,0,4138,697386,4138000000.0
2017-07-07 03:55:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:56:00,35467,26234583,597220.8977276172,13249.926962340263,1651258.8340218917,194899.12409347316,9769193.531219559,2438,35467,26234583,14.547579977626096
2017-07-07 03:56:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:57:00,89466,80369516,196233.1328619217,2659.6509835438674,1508376.8252665293,192744.31657794968,9757509.854621785,8244,89466,80369516,10.85225618500094
2017-07-07 03:57:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:58:00,84732,65895470,inf,inf,1636589.7292106734,184019.5991277505,10299488.349036995,6576,84732,65895470,12.885036494390961
2017-07-07 03:58:30,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
2017-07-07 03:59:00,83972,68285181,315119.312715679,6340.104169518436,1659580.897825259,215366.84904342706,10960905.546887739,6607,83972,68285181,12.709550474843414
